,st_pmralim,ra,st_logglim,st_tmagerr1,st_pmdec,st_radlim,st_tmag,st_pmra,st_pmdecerr2,st_radsymerr,st_tefferr2,st_dist,st_loggsymerr,st_distsymerr,st_tefflim,st_distlim,st_disterr2,st_teff,st_loggerr2,dec,st_tmagsymerr,st_pmdeclim,st_pmraerr2,st_rad,st_loggerr1,st_tmagerr2,st_pmrasymerr,st_logg,st_teffsymerr,st_pmdecerr1,st_tmaglim,st_pmdecsymerr,st_disterr1,st_raderr1,st_pmraerr1,st_tefferr1,st_raderr2,tfopwg_disp
3839,0.0,164.289787,0,0.006,-0.01,0,11.1567,-29.87,-0.046,1,-123.519,65.1329,1,1,0,0,-0.14575,3953.0,-0.120623,-69.979379,1,0.0,-0.057,0.617703,0.120623,-0.006,1.0,4.6489,1,0.046,0,1.0,0.14575,0.0645854,0.057,123.519,-0.0645854,NOT PLANET
3841,0.0,212.92874,0,0.008,24.051,0,14.0644,-79.125,-0.102,1,-157.0,123.032,1,1,0,0,-1.061,3455.0,-0.0041825,-29.973981,1,0.0,-0.118,0.399724,0.0041825,-0.008,1.0,4.82691,1,0.102,0,1.0,1.061,0.0125234,0.118,157.0,-0.0125234,NOT PLANET
3842,0.0,80.538242,0,0.007,4.327,0,12.8461,8.704,-0.025,1,-182.0,362.273,1,1,0,0,-2.2455,5175.0,-2.00365,-30.970818,1,0.0,-0.025,0.877856,2.00365,-0.007,1.0,4.46488,1,0.025,0,1.0,2.2455,0.0512412,0.025,182.0,-0.0512412,PLANET
3845,0.0,324.38942,0,0.007,-91.425,0,11.0318,120.399,-0.043,1,-157.0,61.5204,1,1,0,0,-0.1022,3883.0,-0.0107329,-77.979147,1,0.0,-0.043,0.598175,0.0107329,-0.007,1.0,4.65275,1,0.043,0,1.0,0.1022,0.0177148,0.043,157.0,-0.0177148,PLANET
3846,0.0,324.38942,0,0.007,-91.425,0,11.0318,120.399,-0.043,1,-157.0,61.5204,1,1,0,0,-0.1022,3883.0,-0.0107329,-77.979147,1,0.0,-0.043,0.598175,0.0107329,-0.007,1.0,4.65275,1,0.043,0,1.0,0.1022,0.0177148,0.043,157.0,-0.0177148,PLANET
3850,0.0,86.01889,0,0.007,35.22,0,12.4375,-44.82,-0.081,1,-157.0,130.457,1,1,0,0,-0.644,3917.0,-0.0115687,-66.359097,1,0.0,-0.081,0.64011,0.0115687,-0.007,1.0,4.61771,1,0.081,0,1.0,0.644,0.0189905,0.081,157.0,-0.0189905,NOT PLANET
3862,0.0,106.913225,0,0.006,10.847,0,10.5385,-13.875,-0.049,1,-122.276,189.148,1,1,0,0,-1.071,5789.58,-0.0753651,-66.406577,1,0.0,-0.077,1.12713,0.0753651,-0.006,1.0,4.35115,1,0.049,0,1.0,1.071,0.0557387,0.077,122.276,-0.0557387,NOT PLANET
3864,0.0,149.731452,0,0.006,7.711,0,9.5115,-31.465,-0.057,1,-131.2,177.018,1,1,0,0,-1.111,6529.0,-0.09,-53.301515,1,0.0,-0.056,1.32,0.09,-0.006,1.0,4.33,1,0.057,0,1.0,1.111,0.06,0.056,131.2,-0.06,NOT PLANET
3865,0.0,61.639511,0,0.007,-87.994,0,13.0734,-88.788,-0.067,1,-274.0,77.5383,1,1,0,0,-0.23055,3549.7,-0.41,-25.094117,1,0.0,-0.05,,0.41,-0.007,1.0,4.87,1,0.067,0,1.0,0.23055,,0.05,274.0,,NOT PLANET
3874,0.0,202.652035,0,0.009,-4.541,0,10.0199,-10.045,-0.053,1,-221.3,882.905,1,1,0,0,-30.175,8353.8,-1.45,-61.218031,1,0.0,-0.039,3.60934,1.45,-0.009,1.0,4.1,1,0.053,0,1.0,30.175,0.129166,0.039,221.3,-0.129166,NOT PLANET
3876,0.0,84.326756,0,0.008,0.255,0,13.5452,-2.16,-0.029,1,-171.0,446.035,1,1,0,0,-3.2185,4860.0,,-27.972576,1,0.0,-0.026,0.885702,,-0.008,1.0,4.438,1,0.029,0,1.0,3.2185,,0.026,171.0,,PLANET
3882,0.0,206.77501,0,0.006,-2.104,0,9.4128,-4.943,-0.062,1,-221.8,689.355,1,1,0,0,-18.97,10390.0,-0.07,-70.50753,1,0.0,-0.056,3.44,0.07,-0.006,1.0,3.79,1,0.062,0,1.0,18.97,0.12,0.056,221.8,-0.12,NOT PLANET
3884,0.0,164.932471,0,0.006,12.839,0,10.7934,-16.228,-0.036,1,-122.0,455.82,1,1,0,0,-4.8585,4913.0,,-82.22135,1,0.0,-0.042,3.41348,,-0.006,1.0,,1,0.036,0,1.0,4.8585,,0.042,122.0,,PLANET
3886,0.0,252.047881,0,0.007,-17.117,0,11.8994,-11.159,-0.055,1,-135.81,645.158,1,1,0,0,-18.517,6368.0,-0.0867394,-32.433753,1,0.0,-0.096,2.06072,0.0867394,-0.007,1.0,3.91383,1,0.055,0,1.0,18.517,0.111709,0.096,135.81,-0.111709,PLANET
3891,0.0,258.918826,0,0.006,-12.114,0,9.8062,5.045,-0.041,1,-211.2,335.446,1,1,0,0,-2.496,5715.4,-0.4,-79.648182,1,0.0,-0.034,2.40325,0.4,-0.006,1.0,3.92,1,0.041,0,1.0,2.496,0.107332,0.034,211.2,-0.107332,NOT PLANET
3898,0.0,75.299664,0,0.007,3.169,0,11.7231,0.495,-0.043,1,-102.1,488.66,1,1,0,0,-5.497,6244.5,-0.08,-26.054144,1,0.0,-0.029,1.43256,0.08,-0.007,1.0,4.21,1,0.043,0,1.0,5.497,0.0567035,0.029,102.1,-0.0567035,PLANET
3903,0.0,239.561368,0,0.007,-8.02,0,10.3355,-3.938,-0.088,1,-200.5,1337.35,1,1,0,0,-118.615,9747.0,-0.1,-65.084504,1,0.0,-0.053,4.42729,0.1,-0.007,1.0,3.54,1,0.088,0,1.0,118.615,0.401598,0.053,200.5,-0.401598,NOT PLANET
3905,0.0,256.820009,0,0.006,-13.44,0,10.0288,27.386,-0.04,1,-133.5,205.112,1,1,0,0,-1.175,5822.0,-0.08,-66.127056,1,0.0,-0.032,1.45,0.08,-0.006,1.0,4.14,1,0.04,0,1.0,1.175,0.07,0.032,133.5,-0.07,NOT PLANET
3906,0.0,265.109377,0,0.011,-5.041,0,10.4304,-0.846,-0.107,1,-399.9,458.16,1,1,0,0,-17.575,11526.0,-0.07,-32.124087,1,0.0,-0.134,1.52,0.07,-0.011,1.0,4.56,1,0.107,0,1.0,17.575,0.07,0.134,399.9,-0.07,NOT PLANET
3908,0.0,287.741144,0,0.006,-100.748,0,7.7582,11.569,-0.047,1,-119.7,58.5146,1,1,0,0,-0.12605,5985.4,-0.08,-60.272636,1,0.0,-0.045,1.08958,0.08,-0.006,1.0,4.4,1,0.047,0,1.0,0.12605,0.0482412,0.045,119.7,-0.0482412,PLANET
3909,0.0,82.245986,0,0.006,-75.221,0,7.6818,-84.343,-0.074,1,-38.2,49.3375,1,1,0,0,-0.09575,5759.2,-0.01,-17.429564,1,0.0,-0.067,1.02,0.01,-0.006,1.0,4.45,1,0.074,0,1.0,0.09575,0.01,0.067,38.2,-0.01,NOT PLANET
3917,0.0,18.048516,0,0.006,19.112,0,10.5663,34.476,-0.037,1,-126.206,261.834,1,1,0,0,-1.738,5906.5,-0.0781693,-56.925387,1,0.0,-0.04,1.41293,0.0781693,-0.006,1.0,4.16721,1,0.037,0,1.0,1.738,0.0729724,0.04,126.206,-0.0729724,PLANET
3921,0.0,74.472782,0,0.006,-2.252,0,9.19901,-10.626,-0.047,1,-242.2,183.952,1,1,0,0,-0.919,6805.0,-0.34,-13.703709,1,0.0,-0.042,1.44,0.34,-0.006,1.0,4.26,1,0.047,0,1.0,0.919,0.1,0.042,242.2,-0.1,NOT PLANET
3923,0.0,126.896827,0,0.006,-14.026,0,9.15722,-24.887,-0.059,1,-136.509,160.125,1,1,0,0,-1.503,6266.98,-0.0903409,11.667413,1,0.0,-0.094,1.47,0.0903409,-0.006,1.0,4.19069,1,0.059,0,1.0,1.503,0.07,0.094,136.509,-0.07,PLANET
3924,0.0,249.808328,0,0.006,5.64,0,10.2956,9.666,-0.069,1,-129.9,389.597,1,1,0,0,-10.237,6849.0,-0.09,-52.099838,1,0.0,-0.115,2.05,0.09,-0.006,1.0,3.99,1,0.069,0,1.0,10.237,0.1,0.115,129.9,-0.1,NOT PLANET
3926,,267.475228,0,0.119,,0,10.3147,,,1,,,1,1,0,0,,,,-37.531317,1,,,,,-0.119,,,1,,0,,,,,,,NOT PLANET
3933,0.0,64.190221,0,0.007,-197.253,0,10.7329,49.766,-0.034,1,-157.0,52.616,1,1,0,0,-0.11525,3779.0,-0.01,-12.084864,1,0.0,-0.044,0.607751,0.01,-0.007,1.0,4.64,1,0.034,0,1.0,0.11525,0.018173,0.044,157.0,-0.018173,PLANET
3935,0.0,84.237192,0,0.006,14.166,0,10.4078,-8.2,-0.048,1,-164.7,300.427,1,1,0,0,-2.0575,5788.7,-0.12,-75.611421,1,0.0,-0.039,1.78,0.12,-0.006,1.0,4.22,1,0.048,0,1.0,2.0575,0.08,0.039,164.7,-0.08,NOT PLANET
3937,0.0,252.03108,0,0.006,-15.389,0,10.4425,-7.245,-0.055,1,-131.9,182.238,1,1,0,0,-1.485,5678.0,-0.08,-56.686774,1,0.0,-0.058,1.14,0.08,-0.006,1.0,4.33,1,0.055,0,1.0,1.485,0.06,0.058,131.9,-0.06,NOT PLANET
3940,0.0,294.865467,0,0.008,-1.073,0,14.5787,-2.343,-0.041,1,-25.0,914.699,1,1,0,0,-17.1675,5381.0,,46.285813,1,0.0,-0.039,0.947475,,-0.008,1.0,4.45342,1,0.041,0,1.0,17.1675,,0.039,25.0,,PLANET
3942,0.0,294.513246,0,0.008,2.999,0,13.9174,3.037,-0.046,1,-122.545,1093.08,1,1,0,0,-27.0,5651.75,,45.981645,1,0.0,-0.041,1.40959,,-0.008,1.0,4.13988,1,0.046,0,1.0,27.0,,0.041,122.545,,PLANET
3944,0.0,71.824435,0,0.006,-1.95,0,12.0682,7.532,-0.044,1,-121.9,516.543,1,1,0,0,-8.5035,6030.0,-0.08,-17.115174,1,0.0,-0.034,1.3514301,0.08,-0.006,1.0,4.22,1,0.044,0,1.0,8.5035,0.0649749,0.034,121.9,-0.0649749,PLANET
3946,0.0,288.581493,0,0.006,-20.95,0,12.4532,-2.956,-0.042,1,-149.111,922.562,1,1,0,0,-20.172,5974.0,-0.0854445,41.089734,1,0.0,-0.05,2.0812199,0.0854445,-0.006,1.0,3.84282,1,0.042,0,1.0,20.172,0.126088,0.05,149.111,-0.126088,PLANET
3948,0.0,287.57055,0,0.008,-9.457,0,14.2502,-8.984,-2.119,1,,833.364,1,1,0,0,,5780.0,,43.531709,1,0.0,-2.119,,,-0.008,1.0,4.438,1,2.119,0,1.0,,,2.119,,,NOT PLANET
3949,0.0,292.855719,0,0.006,3.755,0,13.814,-2.007,-0.045,1,-121.761,758.753,1,1,0,0,-12.76,5616.02,,46.391188,1,0.0,-0.041,1.01895,,-0.006,1.0,4.4174,1,0.045,0,1.0,12.76,,0.041,121.761,,PLANET
3950,0.0,290.581743,0,0.007,-15.867,0,14.6147,1.317,-0.059,1,-263.03,686.284,1,1,0,0,-15.431,5003.05,,40.577311,1,0.0,-0.056,0.783768,,-0.007,1.0,4.56877,1,0.059,0,1.0,15.431,,0.056,263.03,,PLANET
3953,0.0,270.317239,0,0.007,-571.47,0,11.2695,29.109,-0.049,1,-157.0,30.0346,1,1,0,0,-0.0233,3353.0,-0.0016113,35.594899,1,0.0,-0.043,0.375859,0.0016113,-0.007,1.0,4.84911,1,0.049,0,1.0,0.0233,0.0111301,0.043,157.0,-0.0111301,PLANET
3955,0.0,64.183998,0,0.006,-116.428,0,9.0567,-25.83,-0.045,1,-183.0,57.3973,1,1,0,0,-0.0827,5229.0,-0.424663,-26.766407,1,0.0,-0.035,0.794471,0.424663,-0.006,1.0,4.55429,1,0.045,0,1.0,0.0827,0.0482412,0.035,183.0,-0.0482412,PLANET
3956,0.0,284.830443,0,0.006,-10.392,0,14.6979,-4.972,-2.12,1,,1071.8,1,1,0,0,,5780.0,,44.658093,1,0.0,-2.12,,,-0.006,1.0,4.438,1,2.12,0,1.0,,,2.12,,,PLANET
3959,0.0,274.268664,0,0.006,26.134,0,7.9147,-50.671,-0.052,1,-128.702,56.0739,1,1,0,0,-0.09555,5834.0,-0.0782619,21.909546,1,0.0,-0.027,1.0173301,0.0782619,-0.006,1.0,4.44433,1,0.052,0,1.0,0.09555,0.0490452,0.027,128.702,-0.0490452,PLANET
3962,0.0,287.130578,0,0.007,-3.627,0,13.4584,-4.248,-0.028,1,-122.0,630.785,1,1,0,0,-6.368,5501.0,,42.350153,1,0.0,-0.027,1.03122,,-0.007,1.0,4.39363,1,0.028,0,1.0,6.368,,0.027,122.0,,PLANET
3963,0.0,292.872929,0,0.008,-21.579,0,14.9826,4.635,-0.083,1,-157.0,381.949,1,1,0,0,-6.3825,3792.0,-0.0126343,41.064173,1,0.0,-0.071,0.614823,0.0126343,-0.008,1.0,4.63873,1,0.083,0,1.0,6.3825,0.0197802,0.071,157.0,-0.0197802,PLANET
3965,0.0,293.732783,0,0.007,-0.954,0,14.956,0.142,-2.123,1,,,1,1,0,0,,5780.0,,36.815494,1,0.0,-2.123,,,-0.007,1.0,4.438,1,2.123,0,1.0,,,2.123,,,PLANET
3971,0.0,289.839513,0,0.009,-7.592,0,13.7703,2.392,-0.029,1,-122.0,880.941,1,1,0,0,-12.45,6126.0,,56.93037,1,0.0,-0.032,1.04172,,-0.009,1.0,4.46702,1,0.029,0,1.0,12.45,,0.032,122.0,,NOT PLANET
3972,0.0,282.966215,0,0.007,1.242,0,14.3168,1.565,-0.042,1,-122.0,1145.28,1,1,0,0,-29.165,5983.0,,48.345055,1,0.0,-0.043,1.09921,,-0.007,1.0,4.3973,1,0.042,0,1.0,29.165,,0.043,122.0,,PLANET
3973,0.0,294.192119,0,0.008,-2.528,0,12.8939,-0.485,-0.026,1,-132.502,822.96,1,1,0,0,-10.3085,6136.25,-0.0885656,39.618973,1,0.0,-0.024,1.4874001,0.0885656,-0.008,1.0,4.15767,1,0.026,0,1.0,10.3085,0.0734472,0.024,132.502,-0.0734472,PLANET
3974,0.0,296.200551,0,0.007,-12.122,0,13.2394,-2.78,-0.036,1,-21.5889,739.412,1,1,0,0,-11.158,5550.93,,49.14003,1,0.0,-0.032,1.32567,,-0.007,1.0,4.18442,1,0.036,0,1.0,11.158,,0.032,21.5889,,PLANET
3975,0.0,289.434667,0,0.007,8.565,0,14.3258,0.166,-0.039,1,-25.0,843.695,1,1,0,0,-13.668,5549.0,,49.473455,1,0.0,-0.039,0.912927,,-0.007,1.0,4.50842,1,0.039,0,1.0,13.668,,0.039,25.0,,PLANET
3980,0.0,279.146891,0,0.006,3.593,0,10.4787,-42.628,-0.088,1,-142.2,106.424,1,1,0,0,-0.5535,5025.0,-0.09,16.45244,1,0.0,-0.079,0.79,0.09,-0.006,1.0,4.56,1,0.088,0,1.0,0.5535,0.05,0.079,142.2,-0.05,NOT PLANET
3981,0.0,274.669941,0,0.006,-2.91,0,10.445,6.882,-0.082,1,-112.3,368.922,1,1,0,0,-4.876,5918.0,-0.08,36.254856,1,0.0,-0.056,2.06,0.08,-0.006,1.0,3.84,1,0.082,0,1.0,4.876,0.09,0.056,112.3,-0.09,PLANET
3982,0.0,279.358129,0,0.006,50.723,0,10.4673,-5.208,-0.073,1,-139.8,173.117,1,1,0,0,-1.294,5541.0,-0.08,18.729952,1,0.0,-0.069,1.09,0.08,-0.006,1.0,4.36,1,0.073,0,1.0,1.294,0.06,0.069,139.8,-0.06,PLANET
3984,0.0,276.134031,0,0.006,43.693,0,9.85277,-54.422,-0.083,1,-128.8,121.139,1,1,0,0,-0.6105,5557.0,-0.08,15.841886,1,0.0,-0.078,0.99,0.08,-0.006,1.0,4.44,1,0.083,0,1.0,0.6105,0.05,0.078,128.8,-0.05,PLANET
3985,0.0,299.097517,0,0.012,-2.141,0,13.3926,-3.56,-0.034,1,-122.0,1249.41,1,1,0,0,-23.61,6669.0,,43.497585,1,0.0,-0.026,1.69675,,-0.012,1.0,4.12805,1,0.034,0,1.0,23.61,,0.026,122.0,,PLANET
3986,0.0,285.268528,0,0.007,-23.482,0,11.8933,-5.735,-0.045,1,-121.201,268.041,1,1,0,0,-1.8355,5461.54,-0.0828782,48.559884,1,0.0,-0.053,0.897403,0.0828782,-0.007,1.0,4.50982,1,0.045,0,1.0,1.8355,0.047799,0.053,121.201,-0.047799,PLANET
3989,0.0,299.050641,0,0.006,-1.832,0,14.1959,4.131,-0.039,1,-122.0,305.3,1,1,0,0,-2.9735,4051.0,,17.569963,1,0.0,-0.041,0.701369,,-0.006,1.0,4.54826,1,0.039,0,1.0,2.9735,,0.041,122.0,,PLANET
3991,0.0,300.182122,0,0.006,-250.225,0,6.8481,-3.294,-0.049,1,-142.5,19.7638,1,1,0,0,-0.01275,5023.0,-0.1,22.709776,1,0.0,-0.043,0.776484,0.1,-0.006,1.0,4.58,1,0.049,0,1.0,0.01275,0.0555905,0.043,142.5,-0.0555905,PLANET
3992,0.0,294.996342,0,0.008,-1.88,0,14.4394,4.282,-0.04,1,-25.0,1140.95,1,1,0,0,-26.315,5778.0,,50.470046,1,0.0,-0.047,1.09304,,-0.008,1.0,4.37783,1,0.04,0,1.0,26.315,,0.047,25.0,,PLANET
3993,0.0,292.287301,0,0.008,-2.917,0,13.1981,2.265,-0.029,1,-158.693,1418.77,1,1,0,0,-35.37,6011.95,,43.197254,1,0.0,-0.031,2.3108399,,-0.008,1.0,3.75585,1,0.029,0,1.0,35.37,,0.031,158.693,,PLANET
3994,0.0,290.357978,0,0.007,-9.51,0,14.148,-4.449,-0.047,1,-247.58,646.647,1,1,0,0,-10.7805,5211.36,,40.567697,1,0.0,-0.044,0.832631,,-0.007,1.0,4.54655,1,0.047,0,1.0,10.7805,,0.044,247.58,,PLANET
3995,0.0,298.62498,0,0.007,1.159,0,13.692,6.187,-0.04,1,-122.0,698.646,1,1,0,0,-9.9845,5355.0,,48.57745,1,0.0,-0.04,1.09206,,-0.007,1.0,4.33005,1,0.04,0,1.0,9.9845,,0.04,122.0,,PLANET
3996,0.0,289.607943,0,0.007,-0.413,0,13.4231,-2.604,-0.036,1,-78.16,639.411,1,1,0,0,-7.055,5482.59,,44.345435,1,0.0,-0.029,1.06062,,-0.007,1.0,4.36922,1,0.036,0,1.0,7.055,,0.029,78.16,,PLANET
3997,0.0,285.213819,0,0.007,4.231,0,15.0236,0.104,-0.06,1,-123.0,1490.94,1,1,0,0,-65.035,5703.0,,39.027466,1,0.0,-0.052,1.15986,,-0.007,1.0,4.31786,1,0.06,0,1.0,65.035,,0.052,123.0,,PLANET
3998,0.0,309.461444,0,0.044,-4.534,0,11.7018,-2.429,-0.036,1,-462.885,782.732,1,1,0,0,-13.4895,8451.0,-0.0781978,37.155939,1,0.0,-0.034,2.38,0.0781978,-0.044,1.0,4.00707,1,0.036,0,1.0,13.4895,0.08,0.034,462.885,-0.08,NOT PLANET
4000,0.0,316.096939,0,0.008,-121.112,0,12.9374,90.926,-0.07,1,-157.0,80.6532,1,1,0,0,-0.2566,3449.0,-0.0049529,24.653674,1,0.0,-0.07,0.427389,0.0049529,-0.008,1.0,4.80176,1,0.07,0,1.0,0.2566,0.012702,0.07,157.0,-0.012702,PLANET
4001,0.0,75.795382,0,0.006,-21.995,0,13.1686,-9.339,-0.026,1,-122.0,308.262,1,1,0,0,-1.4125,4669.0,,-30.399461,1,0.0,-0.025,0.782888,,-0.006,1.0,4.52,1,0.026,0,1.0,1.4125,,0.025,122.0,,PLANET
4002,0.0,294.356556,0,0.009,-5.376,0,11.0418,-0.071,-0.054,1,-135.15,788.238,1,1,0,0,-17.0705,5843.47,-0.0854146,38.947342,1,0.0,-0.047,3.9119101,0.0854146,-0.009,1.0,3.27448,1,0.054,0,1.0,17.0705,0.219008,0.047,135.15,-0.219008,PLANET
4003,0.0,311.2697,0,0.007,271.143,0,8.72762,434.079,-0.059,1,-157.0,12.0445,1,1,0,0,-0.00435,3573.0,-0.0046717,44.500235,1,0.0,-0.047,0.43,0.0046717,-0.007,1.0,4.80376,1,0.059,0,1.0,0.00435,0.01,0.047,157.0,-0.01,PLANET
4004,0.0,297.015464,0,0.008,-3.825,0,14.4889,-2.464,-0.047,1,-122.0,939.744,1,1,0,0,-17.915,5413.0,,49.225299,1,0.0,-0.043,1.0130399,,-0.008,1.0,4.39994,1,0.047,0,1.0,17.915,,0.043,122.0,,PLANET
4005,0.0,297.790921,0,0.009,2.754,0,15.1403,8.954,-0.055,1,-122.0,565.541,1,1,0,0,-13.9575,4355.0,,16.912568,1,0.0,-0.054,0.740712,,-0.009,1.0,4.53128,1,0.055,0,1.0,13.9575,,0.054,122.0,,PLANET
4007,0.0,293.092528,0,0.01,-4.732,0,13.9154,-1.535,-0.037,1,-125.918,1177.55,1,1,0,0,-28.485,5828.81,,41.35551,1,0.0,-0.035,1.4372801,,-0.01,1.0,4.14418,1,0.037,0,1.0,28.485,,0.035,125.918,,PLANET
4008,0.0,305.441329,0,0.006,1.901,0,9.93225,-9.203,-0.042,1,-139.1,350.351,1,1,0,0,-3.517,6955.0,-0.09,26.692676,1,0.0,-0.04,1.96,0.09,-0.006,1.0,4.04,1,0.042,0,1.0,3.517,0.08,0.04,139.1,-0.08,PLANET
4010,0.0,299.905917,0,0.009,-15.097,0,14.3945,-0.429,-0.048,1,-33.74,751.776,1,1,0,0,-13.0105,5353.54,,45.43961,1,0.0,-0.041,0.922087,,-0.009,1.0,4.47701,1,0.048,0,1.0,13.0105,,0.041,33.74,,PLANET
4011,0.0,284.296039,0,0.007,-0.854,0,12.7678,-4.114,-0.027,1,-122.969,390.594,1,1,0,0,-2.7045,5477.0,-0.0834737,51.269121,1,0.0,-0.03,0.867368,0.0834737,-0.007,1.0,4.54393,1,0.027,0,1.0,2.7045,0.0448141,0.03,122.969,-0.0448141,PLANET
4012,0.0,63.756266,0,0.007,6.424,0,11.8282,-0.463,-0.044,1,-130.1,754.258,1,1,0,0,-16.7375,6291.0,-0.09,-22.11639,1,0.0,-0.042,2.0625999,0.09,-0.007,1.0,3.9,1,0.044,0,1.0,16.7375,0.102535,0.042,130.1,-0.102535,PLANET
4013,0.0,299.561868,0,0.01,-9.668,0,14.7344,-4.417,-0.055,1,-123.0,1302.33,1,1,0,0,-46.81,5767.0,,43.503517,1,0.0,-0.046,1.16875,,-0.01,1.0,4.31546,1,0.055,0,1.0,46.81,,0.046,123.0,,PLANET
4014,0.0,305.689744,0,0.006,204.489,0,10.4382,227.022,-0.043,1,-123.3,46.4488,1,1,0,0,-0.051,4006.0,-0.12,47.308619,1,0.0,-0.039,0.6,0.12,-0.006,1.0,4.68,1,0.043,0,1.0,0.051,0.06,0.039,123.3,-0.06,PLANET
4018,0.0,286.362495,0,0.006,-25.192,0,9.00568,12.296,-0.04,1,-132.372,132.214,1,1,0,0,-0.4945,6156.0,-0.0864041,37.02599,1,0.0,-0.039,1.34,0.0864041,-0.006,1.0,4.25196,1,0.04,0,1.0,0.4945,0.06,0.039,132.372,-0.06,PLANET
4022,0.0,295.468588,0,0.006,-164.342,0,7.948,68.321,-0.058,1,-107.6,79.4746,1,1,0,0,-0.2669,5821.4,-0.07,23.377283,1,0.0,-0.052,1.42,0.07,-0.006,1.0,4.16,1,0.058,0,1.0,0.2669,0.06,0.052,107.6,-0.06,NOT PLANET
4026,0.0,306.244087,0,0.014,-2.177,0,10.351,4.555,-0.044,1,-154.0,604.164,1,1,0,0,-11.793,6802.0,-0.1,30.348186,1,0.0,-0.044,3.08,0.1,-0.014,1.0,3.63,1,0.044,0,1.0,11.793,0.14,0.044,154.0,-0.14,NOT PLANET
4028,0.0,311.435385,0,0.006,1.131,0,8.716291,2.207,-0.069,1,,413.683,1,1,0,0,-7.065,11798.0,,43.445151,1,0.0,-0.063,2.38,,-0.006,1.0,4.18,1,0.069,0,1.0,7.065,,0.063,,,NOT PLANET
4030,0.0,114.467307,0,0.006,-8.319,0,12.5542,-8.658,-0.03,1,-130.4,342.605,1,1,0,0,-1.707,5271.0,-0.08,-62.078278,1,0.0,-0.026,0.960919,0.08,-0.006,1.0,4.43,1,0.03,0,1.0,1.707,0.0548341,0.026,130.4,-0.0548341,PLANET
4031,0.0,114.467307,0,0.006,-8.319,0,12.5542,-8.658,-0.03,1,-130.4,342.605,1,1,0,0,-1.707,5271.0,-0.08,-62.078278,1,0.0,-0.026,0.960919,0.08,-0.006,1.0,4.43,1,0.03,0,1.0,1.707,0.0548341,0.026,130.4,-0.0548341,PLANET
4037,0.0,62.966385,0,0.006,12.375,0,10.2666,-11.167,-0.054,1,-127.6,123.739,1,1,0,0,-0.385,5481.0,-0.08,-37.93973,1,0.0,-0.039,0.856226,0.08,-0.006,1.0,4.56,1,0.054,0,1.0,0.385,0.0441055,0.039,127.6,-0.0441055,PLANET
4038,0.0,62.966385,0,0.006,12.375,0,10.2666,-11.167,-0.054,1,-127.6,123.739,1,1,0,0,-0.385,5481.0,-0.08,-37.93973,1,0.0,-0.039,0.856226,0.08,-0.006,1.0,4.56,1,0.054,0,1.0,0.385,0.0441055,0.039,127.6,-0.0441055,PLANET
4039,0.0,62.966385,0,0.006,12.375,0,10.2666,-11.167,-0.054,1,-127.6,123.739,1,1,0,0,-0.385,5481.0,-0.08,-37.93973,1,0.0,-0.039,0.856226,0.08,-0.006,1.0,4.56,1,0.054,0,1.0,0.385,0.0441055,0.039,127.6,-0.0441055,PLANET
4043,0.0,60.792973,0,0.006,-62.191,0,11.2723,31.845,-0.041,1,-108.6,99.9293,1,1,0,0,-0.3594,4246.8,-0.1,16.347166,1,0.0,-0.073,0.758892,0.1,-0.006,1.0,4.5,1,0.041,0,1.0,0.3594,0.0609448,0.073,108.6,-0.0609448,PLANET
4045,0.0,42.721741,0,0.007,-27.458,0,13.1361,14.865,-0.039,1,-87.55,361.155,1,1,0,0,-4.2875,5032.08,,29.022249,1,0.0,-0.053,0.86,,-0.007,1.0,4.49678,1,0.039,0,1.0,4.2875,,0.053,87.55,,PLANET
4046,0.0,21.186178,0,0.006,3.589,0,11.302,-4.123,-0.066,1,-118.023,193.499,1,1,0,0,-1.7115,5420.82,-0.0837945,21.513064,1,0.0,-0.092,0.874078,0.0837945,-0.006,1.0,4.52994,1,0.066,0,1.0,1.7115,0.0473292,0.092,118.023,-0.0473292,PLANET
4047,0.0,47.368947,0,0.006,-44.826,0,10.9332,3.856,-0.213,1,-136.738,124.73,1,1,0,0,-2.078,4926.0,-0.104576,30.673382,1,0.0,-0.267,0.82064,0.104576,-0.006,1.0,4.51771,1,0.213,0,1.0,2.078,0.0690754,0.267,136.738,-0.0690754,PLANET
4048,0.0,351.771776,0,0.006,216.071,0,9.0684,376.019,-0.07,1,-127.194,29.661,1,1,0,0,-0.0542,4199.0,-0.111146,-1.285343,1,0.0,-0.094,0.63,0.111146,-0.006,1.0,4.65321,1,0.07,0,1.0,0.0542,0.06,0.094,127.194,-0.06,PLANET
4049,0.0,353.616269,0,0.008,10.78,0,11.6238,22.318,-0.05,1,-146.8,348.494,1,1,0,0,-5.5665,6134.0,-0.09,-1.579985,1,0.0,-0.068,1.11,0.09,-0.008,1.0,4.41,1,0.05,0,1.0,5.5665,0.06,0.068,146.8,-0.06,PLANET
4051,0.0,67.222847,0,0.006,-22.048,0,11.9012,-0.026,-0.04,1,-123.0,246.384,1,1,0,0,-1.7305,5258.0,-0.08,-21.482057,1,0.0,-0.036,0.87551,0.08,-0.006,1.0,4.51,1,0.04,0,1.0,1.7305,0.049196,0.036,123.0,-0.049196,PLANET
4052,,347.704316,0,0.006,,0,13.1749,,,1,-452.3,537.963,1,1,0,0,,5342.0,,-7.857559,1,,,,,-0.006,,,1,,0,,,,,452.3,,PLANET
